"Collection Name","Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Edition#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Physical Description Note#1","Internet Media Type#1","Digital Origin#1","Form#1#1","Form URI#1#1","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Geographic#1","Subject Geographic URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Shelf Locator#1","Access Condition#1","Access ConditionURI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"CU Japanese and Japanese American Community History Project","""F.S.C. Meetings""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Minutes (Records)
","http://id.loc.gov/authorities/genreForms/gf2014026128","Boulder (Colo.)","","","1973-10-09","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","minutes (administrative records)","http://vocab.getty.edu/aat/300027440","Handwritten, FSC meeting 10-9-73. One of the twelve participants is Toru Hagiwara.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Foreign Student Council (University of Colorado Boulder)","","Hagiwara, Toru","","","","","","","","","","narv_cosmoClub_04_06_FSCmeetings100973.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","114","4768","narv_cosmoClub_04_06_FSCmeetings100973.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~114~272078","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_06_FSCmeetings100973.pdf"
"CU Japanese and Japanese American Community History Project","""Five Foreigners are Pharmacy Students""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Newspapers","http://id.loc.gov/authorities/genreForms/gf2014026132","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","newspaper columns","http://vocab.getty.edu/aat/300026441","An invitation to Cosmopolitan Club’s opening meeting of year, plus three cutouts of unknown newspaper articles. “Five Foreigners are Pharmacy Student” indicates one of them is Tommy Kobayashi.  ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Cosmopolitan Club (University of Colorado)","","Kobayashi, Tommy","","","","","","","","","","narv_cosmoClub_02_01_pharmacy.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","82","4768","narv_cosmoClub_02_01_pharmacy.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~82~272132","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_02_01_pharmacy.pdf"
"CU Japanese and Japanese American Community History Project","""Foreign Student Council Members""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","FSC member list for Fall 1973. Includes Toru Hagiwara.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Foreign Student Council (University of Colorado Boulder)","","Hagiwara, Toru","","","","","","","","","","narv_cosmoClub_04_06_FSCmembersFall1973.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","112","4768","narv_cosmoClub_04_06_FSCmembersFall1973.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~112~272076","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_06_FSCmembersFall1973.pdf"
"CU Japanese and Japanese American Community History Project","""Foreign Student Council presents the Intl. Music Festival""","University of Colorado Boulder. Foreign Student Council, author","","Louis, Jean-Francois, cover designed by","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Concert programs","http://id.loc.gov/authorities/genreForms/gf2014026065","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","4 pages","","application/pdf","reformatted digital","concert programs","http://vocab.getty.edu/aat/300395494","The Foreign Student Council presents the International Music Festival, UMC Ballroom, March 15, 1972. Under program--Japan: “Yo  Zo Ra No Ho Shi” “Changes” “My friend’s song” [by] David Sakamoto. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Foreign Student Council (University of Colorado Boulder)","","Sakamoto, Dave","","","","","","","","","","narv_cosmoClub_04_02_ItnlMusicFest.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","100","4768","narv_cosmoClub_04_02_ItnlMusicFest.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~100~272100","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_02_ItnlMusicFest.pdf"
"CU Japanese and Japanese American Community History Project","""Foreign Students at the University of Colorado""","Smith, Eugene H. (Eugene Hiller), 1927-, author","http://id.loc.gov/authorities/names/n86052171","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","26 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Typed list of foreign students at the University of Colorado, fall semester 1977. Total number of students 464, total number of new students 180, and total number of countries 54. Under Japan section, 16 are listed: Tadao Arai, Yoshiko Fujisawa, KoichiHayashi, Takashi Hogi, Masahiko Horasawa, Hiromi Ikemura, Yutaka Kitagawara, Makoto Miyagi, Kimi Morishita, Kayo Ono, Toshio Shimomura, Katsunori Shinozaki, Takako Ueda, Shigeru Yamane, Yoshinori Yokoi, Fumihiko Yoshida. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Arai, Tadao","","Fujisawa, Yoshiko","","Hayashi, Koichi","","Yoshida, Fumihiko","","","","narv_cosmoClub_04_01_ForeignStudentsCU.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","99","4768","narv_cosmoClub_04_01_ForeignStudentsCU.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~99~272104","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_01_ForeignStudentsCU.pdf"
"CU Japanese and Japanese American Community History Project","""Host Family/Student/Country""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated [November 1973?]","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","17 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","List of host families. Among listed: Eiichi Ishikwa at John & Connie Ashline, Hidenori Tomatsu at Dr. & Mrs. John S. Avery, Shohachi Katayama at Dr. & Mrs. Wynne Calvert, Masanobu Okabe at Charles & Jean Dinwiddie, KazunoriTakato at Wm. W. & Mary Louise Laxson, Kyoko Kadomatsu at Mr. & Mrs. Neil Richardson, Masaki Matsushita & Nobuhida Niimi at A. Brewster and Mary Rickel, (New Families since November 1973: ) Toru Hagiwara at Mr. & Mrs. A. Shelby Frisch ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Ishikawa, Eiichi","","Tomatsu, Hidenori, 1941-","http://id.loc.gov/authorities/names/nr89015846","Katayama, Shohachi","","Okabe, Masanobu","","","","narv_cosmoClub_04_01_hostFamily.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","98","4768","narv_cosmoClub_04_01_hostFamily.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~98~272102","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_01_hostFamily.pdf"
"CU Japanese and Japanese American Community History Project","""Indian Reservation Trip""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Trip sign-up sheet to visit reservation.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Cosmopolitan Club (University of Colorado)","","","","","","","","","","","","narv_cosmoClub_03_01_reservationTrip.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","87","4768","narv_cosmoClub_03_01_reservationTrip.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~87~272124","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_03_01_reservationTrip.pdf"
"CU Japanese and Japanese American Community History Project","""Intl. Students by Country""","Lesser, George S., author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1963-10-14","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","7 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Among listed: Japan (8). Chizuko H. Duncanson, Noboru Kito, Harumasu Ito, Hiroshi Shimizu, Kuniomi Takahashi, Minoru Takeda, Toshiko Tange, Hiroyuki Wada.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Shimizu, Hiroshi","","Kito, Noboru","","Tange, Toshiko","","Wada, Hiroyuki","","","","narv_cosmoClub_01_04_intlStudByCountryFall1963.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","162","4768","narv_cosmoClub_01_04_intlStudByCountryFall1963.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~162~272156","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_04_intlStudByCountryFall1963.pdf"
"CU Japanese and Japanese American Community History Project","""Intl. Students Now Studying at CU""","Lesser, George S., author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1960-11-28 (Rev of 1960-10-02)","2020-07-13","1960-11-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","8 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Typed name list “International Students Now Studying at the University of Colorado Fall-1960. Revised list as of November 28, 1960. Please destroy October 20 list.” [by] George S. Lesser, Director of Special Services and Foreign Student Advisor. Hanabusa, Akiyosmi [Akiyoshi?]; Ito, Harumasa; Katagiri, Tatsuo; Kawasaki, Mitsuo; Mishima, Rintaro; Miyake, Hiroko; Morishige, Setsuo; Morishige, Teruo; Nakajima, Shigeki; Nakayama, Toshio; Suzuki, Shoji; Takao, Hiroyasu; Takeda, Minoru, [and others]","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Takao, Hiroyasu, 1933-","http://id.loc.gov/authorities/names/n2011001625","Takeda, Minoru","","Katagiri, Tatsuo","","Suzuki, Shoji","","","","narv_cosmoClub_01_04_intlStudFall1960.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","159","4768","narv_cosmoClub_01_04_intlStudFall1960.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~159~272154","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_04_intlStudFall1960.pdf"
"CU Japanese and Japanese American Community History Project","""Japan: Name/Address/Phone""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Three names listed, handwritten: Yukiko Sawabe, Takuro Tsukatani, and Yoshio Yamashita","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Cosmopolitan Club (University of Colorado)","","Sawabe, Yukiko","","Tsukatani, Takuro","","Yamashita, Yoshio","","","","","","narv_cosmoClub_03_06_JapanNAP.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","97","4768","narv_cosmoClub_03_06_JapanNAP.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~97~272108","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_03_06_JapanNAP.pdf"
"CU Japanese and Japanese American Community History Project","""List of Foreign Student Council Members""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","Foreign Student Council","","1972-10-17","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Includes names: Toru Hagiwara and Ken Tsuye","List of FSC members as of Oct. 17, 1972 with handwritten editing date of Oct. 26, [1972].","local","Minorities in higher education","http://id.worldcat.org/fast/1741187","Foreign Student Council (University of Colorado Boulder)","","Hagiwara, Toru","","Tsuye, Ken","","","","","","","","narv_cosmoClub_04_05_FSCmembers101772.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","105","4768","narv_cosmoClub_04_05_FSCmembers101772.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~105~272088","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_05_FSCmembers101772.pdf"
"CU Japanese and Japanese American Community History Project","""Membership as of February 14, 1963""","Cosmopolitan Club, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","","Boulder (Colo.)","","","1963-02-14","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","6 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Cosmopolitan Club University of Colorado Boulder. Typed membership list as of Feb. 14, 1963. Listed under Japan are: Hiroyuki Wada (Japan) and Kenji Akamine (Ryukyu Islands)","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Wada, Hiroyuki","","Akamine, Kenji","","","","","","","","narv_cosmoClub_01_04_membership021463.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","164","4768","narv_cosmoClub_01_04_membership021463.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~164~272148","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_04_membership021463.pdf"
"CU Japanese and Japanese American Community History Project","""Minutes of the HHFSO Board""","Hitchcock, Gloria M.","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Minutes (Records)
","http://id.loc.gov/authorities/genreForms/gf2014026128","Boulder (Colo.)","","","1974-09-26","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","minutes (administrative records)","http://vocab.getty.edu/aat/300027440","Minutes of the HHFSO Borad, Septembere 26, 1974. One of the eleven participated was Toru Hagiwara. Signed by Gloria M. Hitchcock.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Hagiwara, Toru","","","","","","","","","","narv_cosmoClub_04_06_HHFSOboardMinutes.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","115","4768","narv_cosmoClub_04_06_HHFSOboardMinutes.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~115~272074","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_06_HHFSOboardMinutes.pdf"
"CU Japanese and Japanese American Community History Project","""New People""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Handwritten list titled “New People” has noted as “Additions to the typed list that follows.” Tamiko Matsunaga and “Kay” Jmoul (?) are among other names listed.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Cosmopolitan Club (University of Colorado)","","Matsunaga, Tamiko","","","","","","","","","","narv_cosmoClub_03_06_newPeople.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","96","4768","narv_cosmoClub_03_06_newPeople.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~96~272106","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_03_06_newPeople.pdf"
"CU Japanese and Japanese American Community History Project","""Paid Members""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","4 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Handwritten name list of “Paid Members.” Moriaki Yoza, [and others] listed ","","","Minorities in higher education","http://id.worldcat.org/fast/17411877","","","Yoza, Moriaki","","","","","","","","","","narv_cosmoClub_01_04_paidMembersUndated.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","156","4768","narv_cosmoClub_01_04_paidMembersUndated.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~156~272146","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_04_paidMembersUndated.pdf"
"CU Japanese and Japanese American Community History Project","""People on Campus""","Unidentified author","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","Newspapers","http://id.loc.gov/authorities/genreForms/gf2014026132","Boulder (Colo.)","","","1993-11-04","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","newspaper columns","http://vocab.getty.edu/aat/300026441","Silver & Gold Record. Thursday, Nov. 4, 1993. page 10. Under ""People on campus"" section, 'Business process transformation' is the focus of the group working for Vice Chancellor for Administration Stuart Takeuchi.","","","","","","","Takeuchi, Stuart Minoru","http://id.loc.gov/authorities/names/n85805040","","","","","","","","","narv_silverGoldRecord_peopleOnCampus_110493.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","Silver & Gold Record 1993-1994","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","190","4768","narv_silverGoldRecord_peopleOnCampus_110493.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~190~272228","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_silverGoldRecord_peopleOnCampus_110493.pdf"
"CU Japanese and Japanese American Community History Project","""People on Campus""","Unidentified author","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","Newspapers","http://id.loc.gov/authorities/genreForms/gf2014026132","Boulder (Colo.)","","","1994-01-27","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","newspaper columns","http://vocab.getty.edu/aat/300026441","Silver & Gold Record. Thursday, Jan. 27, 1994. pages 8-9. Under ""People on campus"" William Takamatsu Thompson, a grad stdent at CU Denver, wrote a piece titled ""Amache: a working bibliography on one Japanese-American concentration camp""","","","","","","","Thompson, William Takamatsu","","","","","","","","","","narv_silverGoldRecord_peopleOnCampus_012794.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","Silver & Gold Record 1993-1994","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","194","4768","narv_silverGoldRecord_peopleOnCampus_012794.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~194~272230","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_silverGoldRecord_peopleOnCampus_012794.pdf"
"CU Japanese and Japanese American Community History Project","""People on Campus""","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-07-13","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_silverGoldRecord_peopleOnCampus_120993.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","Silver & Gold Record 1993-1994","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","192","4768","narv_silverGoldRecord_peopleOnCampus_120993.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~192~272227","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_silverGoldRecord_peopleOnCampus_120993.pdf"
"CU Japanese and Japanese American Community History Project","""People Present at Meetings in September 1972""","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1972-09-01","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Handwritten name list of people present at meeting. Among 19 names, Toru Hagiwara is listed. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","Foreign Student Council (University of Colorado Boulder)","","Hagiwara, Toru","","","","","","","","","","narv_cosmoClub_04_05_peoplePresentSept1972.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","106","4768","narv_cosmoClub_04_05_peoplePresentSept1972.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~106~272082","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_04_05_peoplePresentSept1972.pdf"
